source,campaign,influencer_id,user_id,product,date,orders,revenue
influencer_campaign,Q2_Promotion,19,be4b1174-d5f4-4ef9-ab0b-b73618dabb80,Gritzo SuperMilk,2025-08-03 08:55:11,1,78.52
influencer_campaign,Q2_Promotion,32,d809f559-8e08-4de2-8d07-4f9fbf930460,Gritzo SuperMilk,2025-07-29 08:55:16,1,77.5
influencer_campaign,Q2_Promotion,48,08bba65a-4498-4107-83dc-603a39493955,Gritzo SuperMilk,2025-08-01 08:53:35,1,59.04
influencer_campaign,Q2_Promotion,46,e55068c7-e651-4edd-8ed5-e00ce577eba6,MuscleBlaze Whey,2025-08-03 08:52:13,1,61.07
influencer_campaign,Q2_Promotion,37,b824d7c2-2015-4733-9a91-edb3ed1d529e,HKVitals Multivitamin,2025-07-23 08:55:12,1,76.9
influencer_campaign,Q2_Promotion,32,05a41c18-7211-45a5-b6c4-9541ccff0f8a,MuscleBlaze Whey,2025-07-25 08:52:01,1,69.32
influencer_campaign,Q2_Promotion,10,706b0e42-3cda-4262-8197-7d4610ae6c60,HKVitals Multivitamin,2025-07-28 08:55:44,1,53.88
influencer_campaign,Q2_Promotion,18,80ffebda-a0a1-47e1-90db-226686e2708e,HKVitals Multivitamin,2025-07-25 08:53:13,1,81.3
influencer_campaign,Q2_Promotion,16,b7ef34a5-911a-4195-bf3e-f34859a1c547,Gritzo SuperMilk,2025-07-28 08:55:12,1,29.3
influencer_campaign,Q2_Promotion,17,21ee2960-e2cc-46f2-b28b-91ef3b7cbd82,MuscleBlaze Whey,2025-08-05 08:56:18,1,97.17
influencer_campaign,Q2_Promotion,36,1d0d175e-25a8-474c-92e0-9602b09d58a3,Gritzo SuperMilk,2025-07-30 08:56:40,1,70.88
influencer_campaign,Q2_Promotion,49,364cc2bd-1db5-44a2-9934-e05147e33b3d,MuscleBlaze Whey,2025-07-25 08:52:57,1,22.78
influencer_campaign,Q2_Promotion,28,b8ead99e-0fa9-4d8d-b3c1-43561e9c9e1b,MuscleBlaze Whey,2025-08-01 08:50:59,1,98.86
influencer_campaign,Q2_Promotion,7,98aa11cf-6a2e-48f4-a621-4820a9221a68,HKVitals Multivitamin,2025-07-27 08:54:53,1,48.36
influencer_campaign,Q2_Promotion,12,789ef677-de77-4ea8-ba8c-0d9e639d5686,HKVitals Multivitamin,2025-08-05 08:55:47,1,60.63
influencer_campaign,Q2_Promotion,27,d0d172ca-0139-468d-9bc3-5bb2e41a1cc8,MuscleBlaze Whey,2025-07-26 08:53:26,1,67.79
influencer_campaign,Q2_Promotion,39,11d1a044-00d0-4cdc-ac95-e36ce905bace,MuscleBlaze Whey,2025-07-30 08:51:30,1,29.09
influencer_campaign,Q2_Promotion,30,e17675cb-7273-425c-a9ac-a859846f1d5d,HKVitals Multivitamin,2025-07-31 08:56:11,1,48.02
influencer_campaign,Q2_Promotion,16,e929180b-eabf-43a5-bec7-dfd82dbe060c,HKVitals Multivitamin,2025-08-01 08:52:56,1,92.87
influencer_campaign,Q2_Promotion,41,799d6116-8e08-437d-aa66-5b925bb7fc04,MuscleBlaze Whey,2025-08-01 08:55:10,1,57.83
influencer_campaign,Q2_Promotion,28,3ca0d1e8-fd8e-489f-8496-42abaca2593c,Gritzo SuperMilk,2025-08-03 08:52:18,1,59.39
influencer_campaign,Q2_Promotion,46,eca7a2bc-6cfb-486c-9ecc-0be36f8fa746,MuscleBlaze Whey,2025-08-05 08:52:13,1,90.01
influencer_campaign,Q2_Promotion,47,0a931d5b-e7b0-4cd1-bb19-dcc8aa5aa6fd,HKVitals Multivitamin,2025-07-23 08:51:33,1,87.43
influencer_campaign,Q2_Promotion,18,a982c066-0d93-4dcc-a44b-da6778ea78cb,MuscleBlaze Whey,2025-07-28 08:52:24,1,38.72
influencer_campaign,Q2_Promotion,11,4f70012f-5599-4d2a-8394-58b839bd3298,MuscleBlaze Whey,2025-07-27 08:52:19,1,55.23
influencer_campaign,Q2_Promotion,30,176debe5-8df1-4def-85ea-981206ba189f,MuscleBlaze Whey,2025-08-04 08:56:11,1,54.35
influencer_campaign,Q2_Promotion,15,1133870f-d345-42e3-87b7-c888e1a697b3,Gritzo SuperMilk,2025-07-31 08:56:14,1,29.44
influencer_campaign,Q2_Promotion,4,3a1bae2b-697c-49e1-b084-74d361d548e3,MuscleBlaze Whey,2025-08-02 08:55:46,1,31.88
influencer_campaign,Q2_Promotion,10,96d3fe49-3877-459e-bdb9-b62cdf1ae976,HKVitals Multivitamin,2025-07-26 08:55:47,1,28.57
influencer_campaign,Q2_Promotion,20,a35465d6-2ab8-4017-92d1-cd9466ad41a8,HKVitals Multivitamin,2025-07-24 08:53:15,1,97.83
influencer_campaign,Q2_Promotion,37,6c86e4d1-287e-458d-bed7-5a26cf9f1d60,MuscleBlaze Whey,2025-07-24 08:55:12,1,65.58
influencer_campaign,Q2_Promotion,30,4dad1fa8-577a-4337-9cb2-c610dc44dd83,HKVitals Multivitamin,2025-07-28 08:50:54,1,31.66
influencer_campaign,Q2_Promotion,24,0cd3e6ec-ef6b-4137-8609-0344b9146012,HKVitals Multivitamin,2025-07-30 08:55:02,1,94.55
influencer_campaign,Q2_Promotion,15,86021dd0-b976-4ca2-b3cf-d17ca9c06a27,MuscleBlaze Whey,2025-07-31 08:56:33,1,65.5
influencer_campaign,Q2_Promotion,41,984096d0-077c-4a34-8b04-31ac78dfa0ac,Gritzo SuperMilk,2025-07-26 08:54:04,1,99.35
influencer_campaign,Q2_Promotion,10,39c7d07c-8e66-42d7-9994-b29af01e565c,MuscleBlaze Whey,2025-08-04 08:52:17,1,89.47
influencer_campaign,Q2_Promotion,30,5e0f4f16-b7fb-4287-9fd3-a92c40e4fb62,HKVitals Multivitamin,2025-08-01 08:56:11,1,21.84
influencer_campaign,Q2_Promotion,39,a5082b11-e357-47ea-a6d7-a15d3e8fdf4a,Gritzo SuperMilk,2025-07-25 08:56:09,1,80.87
influencer_campaign,Q2_Promotion,45,13c5b3af-b7ed-4705-bb78-cb106259e969,HKVitals Multivitamin,2025-07-28 08:56:42,1,54.72
influencer_campaign,Q2_Promotion,6,eb03579d-9509-4d52-b9d7-f13b8ee7a736,MuscleBlaze Whey,2025-07-30 08:53:50,1,75.87
influencer_campaign,Q2_Promotion,16,c98df637-ac79-41e1-b9d8-7d106c765470,MuscleBlaze Whey,2025-08-05 08:55:30,1,47.12
influencer_campaign,Q2_Promotion,24,edfc3894-9a35-4118-9f17-5fcedf88c116,MuscleBlaze Whey,2025-08-02 08:53:57,1,34.9
influencer_campaign,Q2_Promotion,5,08e0ce91-20f4-4fb7-ac21-c7db4def8a7b,HKVitals Multivitamin,2025-07-23 08:56:22,1,69.59
influencer_campaign,Q2_Promotion,41,731fc81c-e2c9-4562-bc2c-2def6421e119,HKVitals Multivitamin,2025-07-26 08:55:10,1,88.1
influencer_campaign,Q2_Promotion,6,d3d5b3da-cbc2-4088-8542-56901e695c6f,HKVitals Multivitamin,2025-08-03 08:54:56,1,92.55
influencer_campaign,Q2_Promotion,40,d28829d1-3615-4af4-8e1f-909d77010fa9,Gritzo SuperMilk,2025-07-31 08:54:04,1,72.83
influencer_campaign,Q2_Promotion,7,75bbc619-ada9-4ab7-928b-05a0099d2fbe,HKVitals Multivitamin,2025-07-28 08:55:24,1,58.8
influencer_campaign,Q2_Promotion,38,22ddfff1-dade-4bbf-9bfb-ba573ab101e3,MuscleBlaze Whey,2025-08-03 08:54:39,1,90.0
influencer_campaign,Q2_Promotion,19,1206f904-8eca-4894-9487-4dd32023da22,MuscleBlaze Whey,2025-07-23 08:51:31,1,43.82
influencer_campaign,Q2_Promotion,18,fe115c72-4b5f-4557-916c-d2192997c0b4,MuscleBlaze Whey,2025-08-04 08:53:05,1,28.06
influencer_campaign,Q2_Promotion,28,58333117-0ec7-4b16-a79c-a26f8a6f5ff4,MuscleBlaze Whey,2025-07-28 08:50:59,1,76.81
influencer_campaign,Q2_Promotion,18,7b352d7c-0f0d-4ce9-836f-7dd5faefb64e,HKVitals Multivitamin,2025-07-26 08:53:13,1,38.35
influencer_campaign,Q2_Promotion,10,251ee20a-674e-461f-8fce-9f51d9c818df,Gritzo SuperMilk,2025-08-02 08:55:47,1,68.81
influencer_campaign,Q2_Promotion,10,791383d6-e6c0-4e7d-ac88-1d3b7f7edaec,Gritzo SuperMilk,2025-08-04 08:51:12,1,27.17
influencer_campaign,Q2_Promotion,27,2168d54d-8e43-4a30-911a-a7bbfafe8170,MuscleBlaze Whey,2025-07-23 08:55:19,1,66.07
influencer_campaign,Q2_Promotion,27,d47c37e4-7e39-4081-b2bf-c26bb8ca8ebb,MuscleBlaze Whey,2025-07-23 08:50:48,1,66.73
influencer_campaign,Q2_Promotion,8,65f15bdd-3cc6-4bfe-8672-398fa7e4ed62,Gritzo SuperMilk,2025-07-25 08:52:10,1,22.66
influencer_campaign,Q2_Promotion,22,14e84a7e-4de3-45c9-b522-824856afbfe0,Gritzo SuperMilk,2025-08-01 08:51:09,1,41.77
influencer_campaign,Q2_Promotion,8,0214139b-00f6-4dd6-bb54-b351c70359a6,Gritzo SuperMilk,2025-07-29 08:53:34,1,59.52
influencer_campaign,Q2_Promotion,8,bc12a795-3f23-4515-882e-ef15ba6e8846,HKVitals Multivitamin,2025-08-04 08:53:34,1,80.13
influencer_campaign,Q2_Promotion,32,94cad4b5-708d-4bec-9288-198679d6a35b,Gritzo SuperMilk,2025-08-05 08:51:25,1,56.53
influencer_campaign,Q2_Promotion,13,6466e9ad-4981-44df-9a71-ddd837f1e11b,MuscleBlaze Whey,2025-08-03 08:52:37,1,66.99
influencer_campaign,Q2_Promotion,43,cd6a9f7e-270b-4208-b9c1-11665eb36daa,MuscleBlaze Whey,2025-07-31 08:51:22,1,52.53
influencer_campaign,Q2_Promotion,50,a74b780d-1d95-46db-8dce-9ec15734d458,Gritzo SuperMilk,2025-08-03 08:55:34,1,32.17
influencer_campaign,Q2_Promotion,40,838c6a51-719b-475d-902b-946b6829dee9,MuscleBlaze Whey,2025-07-27 08:56:26,1,77.44
influencer_campaign,Q2_Promotion,18,f9d68298-4803-47b6-8fd9-d8ec6b215159,Gritzo SuperMilk,2025-07-31 08:55:49,1,34.28
influencer_campaign,Q2_Promotion,24,a9c180de-2cfc-4cbe-9260-b2a5e86c34ab,Gritzo SuperMilk,2025-08-01 08:54:21,1,83.69
influencer_campaign,Q2_Promotion,18,5a65157c-4ce7-4ebb-bd53-3fcb92c7e9c8,MuscleBlaze Whey,2025-08-05 08:52:31,1,98.34
influencer_campaign,Q2_Promotion,44,b913e949-81ff-45fd-9ad1-f8b89a5dd826,Gritzo SuperMilk,2025-08-02 08:54:31,1,33.14
influencer_campaign,Q2_Promotion,19,cc6f9820-088e-40e9-8dcd-337a9a798beb,MuscleBlaze Whey,2025-08-02 08:54:04,1,55.57
influencer_campaign,Q2_Promotion,48,b30b5c5f-58fc-4ed7-92d4-4fdab3e8c5e7,HKVitals Multivitamin,2025-07-23 08:55:43,1,97.59
influencer_campaign,Q2_Promotion,31,82dffbe7-932f-4c60-94da-a65cc8fc188e,MuscleBlaze Whey,2025-07-28 08:51:51,1,32.82
influencer_campaign,Q2_Promotion,24,fc7747e8-1752-433a-87d8-13613b9d86c3,Gritzo SuperMilk,2025-07-29 08:53:57,1,96.39
influencer_campaign,Q2_Promotion,17,bee4c2ab-db0b-49f8-9913-8c2800d53382,Gritzo SuperMilk,2025-08-02 08:55:33,1,74.43
influencer_campaign,Q2_Promotion,20,782e6c12-fd86-4631-b124-813f92fed593,MuscleBlaze Whey,2025-07-26 08:56:05,1,73.21
influencer_campaign,Q2_Promotion,18,bdedec26-ca77-431a-8f8b-e9b85c8c980b,MuscleBlaze Whey,2025-07-30 08:52:31,1,63.12
influencer_campaign,Q2_Promotion,27,d025af03-ac75-4497-b7a0-0f62d0141be8,MuscleBlaze Whey,2025-07-25 08:54:32,1,23.58
influencer_campaign,Q2_Promotion,19,d68748f0-f90a-4b9c-a39f-8903b3623290,HKVitals Multivitamin,2025-07-29 08:51:31,1,39.83
influencer_campaign,Q2_Promotion,32,a195ef15-1834-419e-80a6-87c02f71eeff,Gritzo SuperMilk,2025-07-23 08:55:16,1,52.26
influencer_campaign,Q2_Promotion,32,c1d9bd65-e01c-4c21-a267-670e28a1cb9a,Gritzo SuperMilk,2025-08-04 08:52:01,1,77.87
influencer_campaign,Q2_Promotion,38,24aa104a-bbdf-45c1-8e70-850b7dc74676,Gritzo SuperMilk,2025-07-27 08:52:56,1,98.66
influencer_campaign,Q2_Promotion,37,b21f96d7-6849-4649-a90a-9b2a56c1fe9b,HKVitals Multivitamin,2025-07-24 08:56:30,1,58.24
influencer_campaign,Q2_Promotion,10,0f6b23d1-579d-47ce-b070-a737c757ba31,Gritzo SuperMilk,2025-07-30 08:53:18,1,55.17
influencer_campaign,Q2_Promotion,6,4753b682-1a74-459d-acae-11dd4210bd2e,HKVitals Multivitamin,2025-07-31 08:53:50,1,78.28
influencer_campaign,Q2_Promotion,49,0daff734-efb6-496b-b206-52acf764ddb6,Gritzo SuperMilk,2025-08-05 08:50:59,1,31.97
influencer_campaign,Q2_Promotion,22,341c46de-7613-4f24-9486-269cfeaef697,MuscleBlaze Whey,2025-08-02 08:51:09,1,63.43
influencer_campaign,Q2_Promotion,36,a9517575-634d-4724-a5ec-76d09c7b2283,MuscleBlaze Whey,2025-08-04 08:51:54,1,50.26
influencer_campaign,Q2_Promotion,24,e4161388-43fc-4283-98a2-82783c014937,HKVitals Multivitamin,2025-07-31 08:50:52,1,38.39
influencer_campaign,Q2_Promotion,6,047185a5-ed67-40f0-94d4-0c6ecbd54690,HKVitals Multivitamin,2025-07-25 08:53:10,1,86.26
influencer_campaign,Q2_Promotion,41,5289c710-dfdd-429d-99f8-c4791c05b1c0,HKVitals Multivitamin,2025-07-31 08:55:10,1,56.8
influencer_campaign,Q2_Promotion,33,0cd74b5b-76c8-4354-ad90-2ed3d7a0328c,HKVitals Multivitamin,2025-07-25 08:52:22,1,99.13
influencer_campaign,Q2_Promotion,4,dc01d30e-64b7-483b-b942-146a55e12418,HKVitals Multivitamin,2025-08-02 08:52:28,1,30.71
influencer_campaign,Q2_Promotion,32,208bf556-0d8d-4920-877c-f1e883c1e263,HKVitals Multivitamin,2025-07-30 08:52:38,1,42.66
influencer_campaign,Q2_Promotion,30,753e914c-7b11-4c3e-bcf0-752e202952c4,HKVitals Multivitamin,2025-07-26 08:56:28,1,76.06
influencer_campaign,Q2_Promotion,41,6152a0d2-2d52-4b82-b6c8-97b182544a70,Gritzo SuperMilk,2025-07-28 08:54:04,1,86.97
influencer_campaign,Q2_Promotion,47,a98b23e4-a505-4b98-83e0-917f7dc8ef5b,MuscleBlaze Whey,2025-07-24 08:51:33,1,40.11
influencer_campaign,Q2_Promotion,11,bc1a3e9b-0396-4f4d-bfa3-57dcd2e28802,HKVitals Multivitamin,2025-08-01 08:56:05,1,99.27
influencer_campaign,Q2_Promotion,24,bacde87e-4c38-49ab-8790-79ce71d55c09,HKVitals Multivitamin,2025-07-28 08:54:21,1,43.47
influencer_campaign,Q2_Promotion,15,4d965d18-b288-4cf6-88a1-5e7109d65c22,MuscleBlaze Whey,2025-07-24 08:53:44,1,42.0
influencer_campaign,Q2_Promotion,23,b29c9ee6-c6d3-4ed4-bb6d-df811afc6c36,Gritzo SuperMilk,2025-07-29 08:55:37,1,83.54
influencer_campaign,Q2_Promotion,41,a6f0d221-339d-4ce1-9f0d-60a7dbc66b6a,Gritzo SuperMilk,2025-07-23 08:55:10,1,77.05
influencer_campaign,Q2_Promotion,12,7f0f9644-ecb1-4e7a-94b8-560eb73229a1,Gritzo SuperMilk,2025-08-03 08:55:47,1,39.94
influencer_campaign,Q2_Promotion,20,13a0144a-e0d6-4df6-9551-87bbc01f8c8a,MuscleBlaze Whey,2025-07-25 08:52:11,1,87.17
influencer_campaign,Q2_Promotion,25,3781405f-04b6-4c3c-91a8-0824a7998f67,MuscleBlaze Whey,2025-07-24 08:54:01,1,82.69
influencer_campaign,Q2_Promotion,20,2a2ee593-b566-472a-b48b-5b6918434392,HKVitals Multivitamin,2025-08-05 08:53:15,1,97.17
influencer_campaign,Q2_Promotion,11,faf67b86-eada-4523-8daf-eece9de93b07,Gritzo SuperMilk,2025-07-31 08:51:41,1,22.44
influencer_campaign,Q2_Promotion,17,acf5d62c-2207-4484-aa03-993881875331,MuscleBlaze Whey,2025-07-27 08:53:34,1,62.32
influencer_campaign,Q2_Promotion,19,0fa94025-2517-4761-aafa-544efa1c1c86,MuscleBlaze Whey,2025-08-03 08:55:23,1,32.0
influencer_campaign,Q2_Promotion,37,67fd1cbb-88b3-4651-87cd-9ca622db1b17,Gritzo SuperMilk,2025-07-23 08:53:08,1,87.08
influencer_campaign,Q2_Promotion,24,dd747597-b3c5-44c4-9c80-f60ac0d95c10,MuscleBlaze Whey,2025-07-28 08:53:00,1,86.56
influencer_campaign,Q2_Promotion,4,e461fcef-f5c3-4102-b542-a32e65d35284,HKVitals Multivitamin,2025-07-28 08:52:42,1,70.41
influencer_campaign,Q2_Promotion,22,fe11585b-2c3a-4647-96f6-1a345f6ee2ad,HKVitals Multivitamin,2025-08-03 08:52:32,1,85.66
influencer_campaign,Q2_Promotion,22,68a2b6a7-c451-41c2-ae98-2d3dc8438359,MuscleBlaze Whey,2025-08-01 08:51:09,1,54.75
influencer_campaign,Q2_Promotion,19,e442f1bb-f29c-472f-a6cc-a20a076612f0,HKVitals Multivitamin,2025-07-25 08:51:31,1,96.39
influencer_campaign,Q2_Promotion,8,47bdb885-6052-4891-a63a-051ad563b1ba,HKVitals Multivitamin,2025-08-03 08:52:10,1,26.32
influencer_campaign,Q2_Promotion,48,17a627a4-ab47-4ea7-815c-a534483120a6,HKVitals Multivitamin,2025-08-02 08:55:43,1,25.65
influencer_campaign,Q2_Promotion,19,4641efe3-3a40-4800-b895-39d170215467,HKVitals Multivitamin,2025-07-28 08:51:42,1,77.69
influencer_campaign,Q2_Promotion,21,45bb61f6-40a2-4b8a-ae13-7396edfa0ebf,HKVitals Multivitamin,2025-07-31 08:55:22,1,71.18
influencer_campaign,Q2_Promotion,50,35a74b81-6f4b-41d1-9026-644974ea6d5b,HKVitals Multivitamin,2025-07-25 08:55:34,1,48.67
influencer_campaign,Q2_Promotion,9,78755cbb-d3bd-437f-977d-b9c1cd4fd7fe,MuscleBlaze Whey,2025-07-25 08:54:51,1,54.48
influencer_campaign,Q2_Promotion,11,3dfcde25-553b-454a-8c38-6b99d4d52c97,HKVitals Multivitamin,2025-07-23 08:51:41,1,66.09
influencer_campaign,Q2_Promotion,34,69ac6193-faf7-41e4-b2b5-ab7f6d810bf2,HKVitals Multivitamin,2025-07-26 08:52:43,1,51.78
influencer_campaign,Q2_Promotion,24,581c496b-8e27-47ae-bedc-33b7dc774dec,HKVitals Multivitamin,2025-07-24 08:50:52,1,96.2
influencer_campaign,Q2_Promotion,27,d3fc566a-dc64-4a17-9356-52e3969e4b1b,Gritzo SuperMilk,2025-07-25 08:53:26,1,29.25
influencer_campaign,Q2_Promotion,49,d4a096e2-4779-4b8a-be8b-3099343e4c5d,MuscleBlaze Whey,2025-08-04 08:51:32,1,90.33
influencer_campaign,Q2_Promotion,38,e7a56508-db9c-4601-8673-f12c42a30f39,HKVitals Multivitamin,2025-07-24 08:54:39,1,46.44
influencer_campaign,Q2_Promotion,48,dcecc648-67e2-49ce-bd83-53c856070860,Gritzo SuperMilk,2025-08-04 08:55:27,1,44.42
influencer_campaign,Q2_Promotion,28,4f7dff4b-f28c-4df8-b971-967a0a6b839d,HKVitals Multivitamin,2025-08-03 08:55:22,1,31.56
influencer_campaign,Q2_Promotion,19,ab4495b6-b6df-4cf9-bd6c-8d916a794ed7,HKVitals Multivitamin,2025-08-04 08:55:23,1,21.03
influencer_campaign,Q2_Promotion,38,c11dc14b-d11d-48b4-83a0-9f7a552f5ff9,Gritzo SuperMilk,2025-08-02 08:52:56,1,85.81
influencer_campaign,Q2_Promotion,49,cd99a93f-9e4e-4b01-a04c-6b56bcf39da4,HKVitals Multivitamin,2025-08-02 08:52:57,1,61.31
influencer_campaign,Q2_Promotion,7,0ca2d28d-3477-45c3-871b-ea86cd8385aa,HKVitals Multivitamin,2025-07-26 08:53:38,1,41.99
influencer_campaign,Q2_Promotion,37,36efcf15-a84f-4ec9-951b-1763ed327aa0,MuscleBlaze Whey,2025-07-24 08:55:12,1,47.09
influencer_campaign,Q2_Promotion,39,508cc6b0-291a-4b2c-830b-34b9673ed9d2,Gritzo SuperMilk,2025-07-23 08:56:09,1,90.42
influencer_campaign,Q2_Promotion,36,5f6ca8ff-304b-49a4-b815-a3e1f4198833,Gritzo SuperMilk,2025-07-24 08:55:08,1,32.82
influencer_campaign,Q2_Promotion,12,3d292bcd-ae27-43f3-8392-c3e8d57af5d3,HKVitals Multivitamin,2025-07-27 08:50:50,1,84.31
